0x14	quest name	Lunch Prep Agent
0x44	client	Dorado
0x64	line	I forgot my lunch
0x98	line	today... I'll be around
0xcc	line	the plaza. Please have
0x100	line	someone make it for me!
0x1a0	line	I'll give the ingredients from
0x1d4	line	Dorado to my sister and have
0x208	line	her make the lunch box.
0x23c	line	
0x2dc	line	I spoke to my sister. She'll
0x310	line	make the lunch box for me.
0x344	line	
0x378	line	
0x418	line	The lunch box is complete!
0x44c	line	I'll take it to Dorado right
0x480	line	away.
0x4b4	line	
0x504	quest name	Fencing Practice
0x534	client	Orvus
0x554	line	I'm glad you are well. It has
0x588	line	been awhile and I would like
0x5bc	line	like to train you two. Please
0x5f0	line	meet me on the beach together.
0x690	line	I'll equip my sword and then
0x6c4	line	speak with master again.
0x6f8	line	
0x72c	line	
0x7cc	line	I'll destroy those scarecrows
0x800	line	with normal attacks!
0x834	line	
0x868	line	
0x908	line	I'll defeat those monsters
0x93c	line	while jumping and evading!
0x970	line	
0x9a4	line	
0x9f4	quest name	Vel's Challenge
0xa24	client	Vel
0xa44	line	Play with Vel!
0xa78	line	I've got a nice prize for you!
0xaac	line	I'm at my home near the
0xae0	line	harbor!
0xb80	line	"Second floors are good,
0xbb4	line	 in a place where everyone
0xbe8	line	 can see."
0xc1c	line	That's where it is.
0xcbc	line	"In the hole through which
0xcf0	line	 you can see the sky," huh?
0xd24	line	If it's in the village, then...
0xd58	line	
0xdf8	line	"The back of the knight," huh?
0xe2c	line	It's probably the person
0xe60	line	wearing that armor.
0xe94	line	
0xf34	line	"Where you set off on a trip"...
0xf68	line	It's probably under a boat.
0xf9c	line	I wonder where it is.
0xfd0	line	
0x1020	quest name	A Thankful Gift
0x1050	client	Sculp
0x1070	line	I want you to pick out a gift
0x10a4	line	for my wife. I'll be waiting
0x10d8	line	taking care of the cow, so
0x110c	line	please lend me your strength!
0x11ac	line	Sasha of the general store
0x11e0	line	might know something that's
0x1214	line	good for a present. I'll speak
0x1248	line	with her right away.
0x12e8	line	I'll search for the eternal
0x131c	line	rose that grows where cherries
0x1350	line	bloom. It might be on Terra's
0x1384	line	forest continent.
0x1424	line	Found an eternal rose.
0x1458	line	I'll bring it to Sculp!
0x148c	line	
0x14c0	line	
0x1510	quest name	Gathering Star Shards
0x1540	client	Bootie
0x1560	line	I dropped all the star shards
0x1594	line	I just collected...
0x15c8	line	If you have free time,
0x15fc	line	meet me on the cape!
0x169c	line	It seems there are nine
0x16d0	line	star shards in total.
0x1704	line	I'll help look for them
0x1738	line	immediately!
0x1788	quest name	Supreme Fruit Sake
0x17b8	client	Ada
0x17d8	line	This year, I'm thinking it's
0x180c	line	time to do the sake soak.
0x1840	line	If you feel like helping, meet
0x1874	line	me at the weapon shop.
0x1914	line	A fruit to soak in sake...
0x1948	line	Someone at the inn may know
0x197c	line	something. I'll speak to 
0x19b0	line	various people.
0x1a50	line	I obtained a 100-Year Peach
0x1a84	line	sapling that fruits in summer.
0x1ab8	line	I wonder if I can raise it
0x1aec	line	somewhere in <Terra>.
0x1b8c	line	I tried planting it in spring
0x1bc0	line	of "Shaded Animal Trail."
0x1bf4	line	I'll change the season to
0x1c28	line	summer and go check on it.
0x1cc8	line	The 100-Year Peach matured!
0x1cfc	line	I'll bring it to Ada right
0x1d30	line	away.
0x1d64	line	
0x1db4	quest name	Medical Exam Aid
0x1de4	client	Dr. Hydol
0x1e04	line	I want you to call people
0x1e38	line	for their medical exams.
0x1e6c	line	If you are free, please help.
0x1ea0	line	
0x1f40	line	I'll let Mrs. Janis of the
0x1f74	line	Elder's house know about
0x1fa8	line	her exam.
0x1fdc	line	
0x207c	line	I'll let Carina of the
0x20b0	line	fisherman's house know
0x20e4	line	about her exam.
0x2118	line	
0x21b8	line	I'll let Bootie of the
0x21ec	line	farmer's house know
0x2220	line	about his exam.
0x2254	line	
0x22f4	line	I wonder where Bootie went.
0x2328	line	Sasha of the general store
0x235c	line	might know something.
0x2390	line	
0x23e0	quest name	Island Products
0x2410	client	Lychnis Gio
0x2430	line	Nayuta, will you listen to
0x2464	line	my request? I'll be waiting
0x2498	line	in the sanctum of Oltapia
0x24cc	line	Temple.
0x256c	line	Island famous products...
0x25a0	line	I'll ask Elder Serpent the
0x25d4	line	details. I'll speak with him
0x2608	line	right away.
0x26a8	line	It seems I can find the
0x26dc	line	"Ruins Rock Salt" on the
0x2710	line	Remnant Island Beach.
0x2744	line	I'll search carefully.
0x27e4	line	The person whose specialty
0x2818	line	is local cuisine is someone
0x284c	line	you wouldn't think of as a
0x2880	line	chef. ...Just who is it?
0x2920	line	Collected the famous
0x2954	line	products. I'll take them
0x2988	line	to Gio.
0x29bc	line	
0x2a0c	quest name	Tool Repair
0x2a3c	client	Eartha
0x2a5c	line	The important tool I use for
0x2a90	line	my Star Shard observation
0x2ac4	line	work has broken. I wonder
0x2af8	line	if you can fix it?
0x2b98	line	It seems the "Elumi Resin"
0x2bcc	line	is in "Fall" of the forest
0x2c00	line	continent. Let's search for
0x2c34	line	a tree in a dark place.
0x2cd4	line	Obtained the "Elumi Resin."
0x2d08	line	I'll let Eartha know.
0x2d3c	line	
0x2d70	line	
0x2dc0	quest name	Spirit's Request
0x2df0	client	Oltapia Spirit
0x2e10	line	？×～△●③〆∴
0x2e44	line	＊＠↑○×☆～！
0x2e78	line	
0x2eac	line	
0x2f4c	line	It seems a ferocious monster
0x2f80	line	has appeared. When we're
0x2fb4	line	ready, let's head to "Winter"
0x2fe8	line	of "Shaded Animal Trail."
0x3088	line	Defeated monster, "Bismarck!"
0x30bc	line	Let's report it immediately.
0x30f0	line	
0x3124	line	
0x3174	quest name	Pigment Supply
0x31a4	client	Pyxia
0x31c4	line	My path as an artist is in
0x31f8	line	an unprecedented pinch!
0x322c	line	Please, meet me in the
0x3260	line	plaza!
0x3300	line	It seems I need red, blue
0x3334	line	and yellow pigments. It
0x3368	line	seems I can get them from
0x339c	line	high mountains, but...
0x343c	line	Managed to get the three
0x3470	line	pigments. I'll give them
0x34a4	line	to Pyxia.
0x34d8	line	
0x3528	quest name	Extinct Bird
0x3558	client	Elislette
0x3578	line	I want your help with
0x35ac	line	some important work.
0x35e0	line	I'll be waiting at the
0x3614	line	sanctum of Rieseweld.
0x36b4	line	I'll build the "Moon Bird"
0x36e8	line	nest where it's as cold as
0x371c	line	possible. I'll find a good
0x3750	line	spot in winter of Rieseweld.
0x37f0	line	Found a good spot in winter
0x3824	line	of "Dragon River Cavern."
0x3858	line	I'll change to summer to
0x388c	line	promote their growth.
0x392c	line	Safely hatched the Moon
0x3960	line	Bird eggs. I'll go report
0x3994	line	to Elislette.
0x39c8	line	
0x3a18	quest name	Helping Sister
0x3a48	client	Ursamina
0x3a68	line	There's something I want
0x3a9c	line	you to do. I'm waiting at
0x3ad0	line	the cape on the other side
0x3b04	line	of the island.
0x3ba4	line	Reticul should still be
0x3bd8	line	somewhere in <Terra>.
0x3c0c	line	I'll borrow the Astrolabe's
0x3c40	line	power and search for her.
0x3ce0	line	It seems Reticul is in
0x3d14	line	Rieseweld. I'll search in
0x3d48	line	various seasons for her.
0x3d7c	line	
0x3e1c	line	It seems I lost sight of
0x3e50	line	Reticul in "Dragon River
0x3e84	line	Cavern." I'll hurry and
0x3eb8	line	search for her.
0x3f58	line	I got a message from
0x3f8c	line	Reticul. I'll bring it
0x3fc0	line	to Ursamina.
0x3ff4	line	
0x4044	quest name	Spirit's Request
0x4074	client	Rieseweld Spirit
0x4094	line	＃＆～？♪∠†
0x40c8	line	※♭△↑×☆～！
0x40fc	line	
0x4130	line	
0x41d0	line	It seems a ferocious monster
0x4204	line	has appeared. When we're
0x4238	line	ready, let's head to "Fall"
0x426c	line	of "Scrying Pool Caves."
0x430c	line	Defeated monster, "Albion!"
